unique_id,ds,cutoff,AutoNHITS,AutoNHITS-median,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90,AutoTFT,AutoTFT-median,AutoTFT-lo-90,AutoTFT-lo-80,AutoTFT-hi-80,AutoTFT-hi-90,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,y
FOODS_3_001_CA_1,2016-03-13,2016-02-28,0.652,0.0,0.049999237,1.9000015,2.0,0.049987793,0.794,1.5,1.0999985,1.0,1.0,0.9500122,0.78,1.0,0.0,0.0,2.0,3.0,0.0
FOODS_3_001_CA_1,2016-03-14,2016-02-28,0.59900004,0.0,0.95000076,1.800003,0.0,0.049987793,0.71800005,0.5,0.099998474,0.0,0.0,0.9500122,0.84999996,1.0,0.0,0.0,2.0,2.0499954,1.0
FOODS_3_001_CA_1,2016-03-15,2016-02-28,0.614,1.0,0.0,0.0,0.0,0.049987793,0.748,1.0,2.9000015,0.19999695,0.19995117,0.099975586,0.66999996,0.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-03-16,2016-02-28,0.638,1.5,0.0,0.0,0.9000244,0.9500122,0.768,1.5,0.049999237,2.800003,1.0,0.0,0.65,0.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-03-17,2016-02-28,0.68,0.5,0.95000076,0.0,1.0,0.0,0.71900004,0.5,0.95000076,0.19999695,0.099975586,0.0,0.57,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-18,2016-02-28,0.65800005,0.0,1.0,1.800003,0.0,0.0,0.81600004,1.5,1.0,1.800003,0.0,0.049987793,0.53999996,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-19,2016-02-28,0.642,0.5,0.0,0.0,3.6000977,0.049987793,0.73,1.5,0.14999771,0.0,2.0,0.0,0.55,0.0,0.0,0.0,1.0999985,2.0,2.0
FOODS_3_001_CA_1,2016-03-20,2016-02-28,0.628,0.5,0.0,1.9000015,1.0,0.0,0.725,1.0,1.9500008,0.9000015,0.9000244,0.0,0.65,0.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-03-21,2016-02-28,0.638,0.5,0.0,2.0999985,1.0,0.0,0.70000005,1.0,0.0,0.099998474,0.0,0.0,0.51,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-22,2016-02-28,0.60400003,1.0,0.099998474,0.099998474,0.0,0.0,0.77000004,0.5,0.0,0.099998474,0.099975586,0.0,0.45999998,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-23,2016-02-28,0.63900006,0.5,0.099998474,0.9000015,0.099975586,2.0,0.72800004,0.5,0.0,0.099998474,1.8000488,1.9000244,0.58,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-03-24,2016-02-28,0.717,2.0,1.0499992,2.7000046,0.9000244,0.0,0.73700005,1.0,0.95000076,1.0,0.9000244,0.049987793,0.47,0.0,0.0,0.0,1.0999985,2.0,1.0
FOODS_3_001_CA_1,2016-03-25,2016-02-28,0.61600006,2.0,0.95000076,0.0,0.0,0.099975586,0.74500006,1.0,0.0,0.099998474,0.0,0.049987793,0.63,1.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-03-26,2016-02-28,0.674,1.0,0.099998474,0.9000015,1.8000488,1.9000244,0.74200004,1.0,0.0,1.0,0.9000244,0.9500122,0.53,0.0,0.0,0.0,2.0,2.0,3.0
FOODS_3_001_CA_1,2016-03-27,2016-02-28,0.59800005,1.0,0.95000076,0.0,0.0,1.9000244,0.71800005,0.0,0.049999237,0.9000015,0.9000244,0.0,0.56,0.0,0.0,0.0,1.0999985,2.0,1.0
FOODS_3_001_CA_1,2016-03-28,2016-03-27,0.67800003,0.0,0.049999237,0.9000015,0.19995117,0.0,0.94400007,1.0,0.0,0.29999542,2.9000244,0.099975586,0.71999997,1.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-03-29,2016-03-27,0.71400005,0.5,2.0,0.9000015,1.0999756,0.9500122,0.93500006,2.0,3.0,2.7000046,1.0,1.9500122,0.72999996,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-30,2016-03-27,0.683,0.5,0.099998474,0.0,0.0,0.049987793,0.92200005,1.5,0.19999695,1.0,0.0,0.9500122,0.59,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-03-31,2016-03-27,0.66700006,0.0,0.0,0.0,0.19995117,0.9500122,0.90000004,2.0,0.95000076,0.9000015,0.9000244,0.0,0.63,1.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-01,2016-03-27,0.61800003,0.0,1.0,0.099998474,1.0,0.049987793,0.78900003,0.0,1.0,0.099998474,0.19995117,0.9500122,0.72999996,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-02,2016-03-27,0.61600006,1.5,0.95000076,0.9000015,1.0,1.0499878,0.84700006,2.0,0.049999237,0.9000015,0.29992676,2.0999756,0.68,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-03,2016-03-27,0.711,2.0,0.099998474,1.0,0.19995117,0.0,0.75200003,0.5,0.049999237,0.099998474,2.0,0.099975586,0.75,1.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-04,2016-03-27,0.595,0.0,0.95000076,1.9000015,0.0,0.9500122,0.72900003,0.5,1.0999985,0.9000015,0.9000244,0.9500122,0.59999996,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-05,2016-03-27,0.56200004,0.5,0.95000076,0.0,0.0,0.0,0.75100005,0.0,0.0,0.19999695,1.0999756,0.0,0.58,0.0,0.0,0.0,1.0999985,2.0,1.0
FOODS_3_001_CA_1,2016-04-06,2016-03-27,0.563,1.0,0.099998474,0.0,0.9000244,0.9500122,0.79,0.5,0.0,1.9000015,0.099975586,0.049987793,0.71,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-07,2016-03-27,0.58400005,0.5,0.95000076,1.0,0.099975586,0.0,0.708,1.5,0.049999237,0.099998474,0.0,1.9000244,0.75,0.5,0.0,0.0,2.0,3.0,0.0
FOODS_3_001_CA_1,2016-04-08,2016-03-27,0.578,0.0,0.0,0.0,0.0,0.049987793,0.762,0.0,1.9000015,0.099998474,0.0,0.049987793,0.69,0.0,0.0,0.0,2.0,2.0,2.0
FOODS_3_001_CA_1,2016-04-09,2016-03-27,0.592,1.5,0.0,0.0,0.0,0.9500122,0.78700006,0.0,1.0,1.0999985,1.9000244,0.0,0.84,1.0,0.0,0.0,2.0,3.0,0.0
FOODS_3_001_CA_1,2016-04-10,2016-03-27,0.638,0.0,1.0,0.0,0.9000244,0.0,0.72400004,1.0,0.099998474,1.800003,1.0,0.0,0.64,0.0,0.0,0.0,2.0,2.0,3.0
FOODS_3_001_CA_1,2016-04-11,2016-03-27,0.574,0.5,0.099998474,0.099998474,1.9000244,1.0499878,0.73200005,0.5,0.049999237,1.0999985,3.6000977,0.0,0.64,0.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-12,2016-03-27,0.646,0.0,0.95000076,0.19999695,0.9000244,0.0,0.77900004,1.5,1.9500008,0.0,1.0,0.0,0.71999997,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-13,2016-03-27,0.59300005,0.5,1.9000015,0.0,0.9000244,0.9500122,0.711,1.0,1.0,0.099998474,1.8000488,1.0,0.53,0.0,0.0,0.0,1.0999985,2.0,0.0
FOODS_3_001_CA_1,2016-04-14,2016-03-27,0.58000004,0.5,1.9000015,0.0,1.8000488,0.049987793,0.72700006,0.0,0.95000076,0.0,0.0,0.9500122,0.48,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-15,2016-03-27,0.59000003,0.0,0.0,0.0,1.0,0.9500122,0.711,0.5,0.95000076,1.0,0.099975586,0.0,0.48,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-16,2016-03-27,0.588,0.5,0.19999695,1.0,0.9000244,1.0499878,0.76100004,0.0,0.95000076,0.0,1.8000488,0.049987793,0.65999997,0.5,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-17,2016-03-27,0.563,0.0,0.95000076,0.0,0.9000244,1.0999756,0.708,0.5,0.0,1.0999985,0.099975586,1.9000244,0.7,0.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-18,2016-03-27,0.629,0.0,0.0,0.0,0.0,0.049987793,0.74100006,0.5,0.099998474,1.0999985,0.0,2.0499878,0.52,0.0,0.0,0.0,2.0,2.0,2.0
FOODS_3_001_CA_1,2016-04-19,2016-03-27,0.52400005,0.5,0.049999237,1.0,0.099975586,1.9500122,0.74100006,1.0,0.0,0.099998474,0.19995117,1.9500122,0.7,1.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-04-20,2016-03-27,0.609,1.0,0.95000076,0.0,0.9000244,0.14996338,0.71500003,0.5,0.049999237,1.9000015,0.29992676,0.049987793,0.63,0.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-04-21,2016-03-27,0.615,1.0,1.0499992,0.0,1.0,0.0,0.73800004,0.5,0.049999237,1.800003,1.9000244,1.0,0.64,1.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-22,2016-03-27,0.657,1.0,0.0,0.0,2.0,1.0,0.753,0.5,0.95000076,1.0,1.8000488,0.049987793,0.47,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-23,2016-03-27,0.62600005,0.0,1.9000015,0.099998474,2.0,0.049987793,0.716,0.0,0.049999237,1.0,0.9000244,0.0,0.56,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-24,2016-03-27,0.551,0.0,0.0,0.0,0.0,1.9500122,0.70500004,0.0,1.0,1.0,0.099975586,1.0,0.45999998,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-04-25,2016-04-24,0.61200005,0.5,1.0,0.099998474,1.8000488,0.049987793,0.748,1.0,0.95000076,0.0,1.0,0.099975586,0.63,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-26,2016-04-24,0.623,2.0,1.0,0.099998474,0.0,1.9000244,0.711,0.5,0.049999237,0.0,4.0,0.9500122,0.53,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-27,2016-04-24,0.57900006,0.5,1.0,0.099998474,1.0,0.0,0.708,0.5,0.95000076,1.0,0.0,0.049987793,0.55,0.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-04-28,2016-04-24,0.55300003,0.0,0.95000076,0.9000015,0.0,0.9500122,0.716,0.5,0.0,1.0999985,0.0,0.049987793,0.64,0.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_1,2016-04-29,2016-04-24,0.572,0.0,2.8500023,0.0,0.099975586,0.0,0.67800003,0.0,1.9000015,0.099998474,0.0,0.9500122,0.65,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-04-30,2016-04-24,0.58400005,0.5,1.0499992,0.0,0.9000244,0.049987793,0.67300004,0.5,0.0,1.0,1.8000488,0.9500122,0.61,0.5,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-01,2016-04-24,0.65900004,0.5,1.9000015,3.7000046,0.0,1.0,0.697,0.5,0.0,0.0,1.0,0.0,0.75,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-02,2016-04-24,0.573,0.5,0.95000076,0.9000015,0.9000244,1.9500122,0.66,1.5,0.049999237,0.099998474,2.0,0.9500122,0.59,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-03,2016-04-24,0.527,0.5,0.049999237,0.099998474,0.099975586,1.9000244,0.632,1.5,0.0,1.0,1.0,0.9500122,0.59,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-04,2016-04-24,0.537,0.0,0.0,1.0,0.099975586,0.049987793,0.63900006,0.5,0.049999237,1.0999985,1.0999756,0.0,0.69,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-05,2016-04-24,0.528,1.0,0.0,0.9000015,0.9000244,2.9000244,0.683,1.0,0.0,1.0,0.0,0.0,0.53999996,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-05-06,2016-04-24,0.51900005,0.0,0.049999237,0.0,0.0,0.9500122,0.648,0.5,0.0,0.0,0.9000244,0.049987793,0.71,0.5,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-07,2016-04-24,0.583,0.5,0.95000076,0.0,0.0,0.049987793,0.60400003,0.5,0.95000076,1.0,1.9000244,0.9500122,0.78,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-08,2016-04-24,0.6,1.5,0.099998474,0.0,0.099975586,0.099975586,0.629,0.5,0.95000076,1.800003,1.0,0.0,0.56,0.0,0.0,0.0,2.0,3.0,0.0
FOODS_3_001_CA_1,2016-05-09,2016-04-24,0.568,0.5,0.95000076,0.099998474,0.19995117,0.0,0.605,1.5,0.099998474,0.0,0.099975586,1.0,0.56,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-10,2016-04-24,0.58100003,1.0,0.0,1.800003,0.099975586,0.9500122,0.629,0.5,0.0,0.0,0.099975586,1.0,0.64,0.0,0.0,0.0,2.0,3.0,0.0
FOODS_3_001_CA_1,2016-05-11,2016-04-24,0.51900005,0.0,0.0,0.099998474,0.099975586,0.049987793,0.64100003,0.5,0.19999695,1.0,0.0,0.099975586,0.65999997,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-12,2016-04-24,0.57500005,1.0,1.9500008,0.099998474,0.0,0.0,0.651,0.0,0.049999237,0.29999542,0.099975586,1.0,0.58,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-13,2016-04-24,0.51600003,0.0,1.0,0.0,1.8000488,1.0,0.66400003,0.5,0.0,1.0,1.8000488,1.0,0.72999996,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-14,2016-04-24,0.59900004,0.0,1.0499992,0.0,0.0,0.9500122,0.66,0.5,1.0,0.099998474,0.9000244,0.9500122,0.59999996,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-15,2016-04-24,0.51500005,1.5,0.0,1.0,0.0,0.0,0.624,1.0,0.0,0.0,0.0,1.0,0.59,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-16,2016-04-24,0.59900004,0.5,0.099998474,1.800003,0.9000244,0.0,0.62,1.0,0.049999237,0.9000015,0.19995117,1.0499878,0.59999996,0.0,0.0,0.0,1.0999985,2.0,1.0
FOODS_3_001_CA_1,2016-05-17,2016-04-24,0.591,0.0,0.099998474,1.800003,1.8000488,2.0,0.605,0.0,0.0,0.0,0.0,0.049987793,0.52,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-18,2016-04-24,0.51900005,0.5,0.0,1.0,0.9000244,0.9500122,0.62100005,0.5,1.0,0.0,0.0,0.9500122,0.61,0.0,0.0,0.0,1.0999985,2.0,0.0
FOODS_3_001_CA_1,2016-05-19,2016-04-24,0.545,0.5,0.0,1.800003,1.9000244,0.9500122,0.60300004,0.5,0.049999237,0.0,0.19995117,0.0,0.61,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_1,2016-05-20,2016-04-24,0.536,1.0,1.9500008,0.19999695,0.9000244,0.0,0.65500003,1.0,1.0,0.9000015,0.0,1.0,0.77,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-21,2016-04-24,0.546,0.0,0.95000076,0.0,0.099975586,0.049987793,0.61,0.5,2.0,0.0,1.0999756,0.9500122,0.53,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_1,2016-05-22,2016-04-24,0.483,0.0,1.0,0.0,0.0,0.049987793,0.59400004,0.5,0.049999237,0.0,1.8000488,0.0,0.65,1.0,0.0,0.0,2.0,2.0,2.0
FOODS_3_001_CA_2,2016-02-29,2016-02-28,0.702,1.0,1.0,0.0,0.0,0.9500122,0.81600004,0.5,0.0,0.0,1.0999756,0.049987793,0.62,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-01,2016-02-28,0.70900005,1.5,0.95000076,0.0,0.0,0.0,0.795,2.0,0.0,0.099998474,0.099975586,1.0,0.62,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-02,2016-02-28,0.67800003,1.5,0.0,1.0999985,1.9000244,2.9500122,0.87700003,1.5,0.95000076,0.9000015,0.099975586,1.0499878,0.52,0.0,0.0,0.0,1.0999985,2.0,0.0
FOODS_3_001_CA_2,2016-03-03,2016-02-28,0.62700003,2.0,0.95000076,0.0,0.0,0.0,0.80700004,1.0,0.049999237,2.800003,0.19995117,0.049987793,0.71,0.0,0.0,0.0,2.0,3.0,1.0
FOODS_3_001_CA_2,2016-03-04,2016-02-28,0.601,1.0,0.95000076,1.0,0.9000244,0.14996338,0.82000005,1.0,2.9000015,2.0,0.0,0.099975586,0.63,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-05,2016-02-28,0.601,1.5,1.9500008,1.0,0.099975586,0.049987793,0.79200006,1.0,1.9000015,0.099998474,0.9000244,1.9000244,0.59999996,0.5,0.0,0.0,1.0999985,2.0,0.0
FOODS_3_001_CA_2,2016-03-06,2016-02-28,0.68600005,0.5,0.049999237,0.9000015,0.19995117,0.9500122,0.78400004,1.0,3.0999985,1.9000015,0.0,1.0,0.52,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_2,2016-03-07,2016-02-28,0.67800003,0.5,0.95000076,0.099998474,1.8000488,1.0,0.767,0.5,1.0,0.19999695,0.0,1.0499878,0.58,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-08,2016-02-28,0.646,0.0,0.95000076,0.0,0.19995117,0.049987793,0.74500006,1.0,0.049999237,2.7000046,0.0,2.8500366,0.53,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-09,2016-02-28,0.545,0.5,0.0,0.9000015,0.9000244,0.0,0.82600003,1.0,1.0,0.9000015,0.9000244,1.0,0.5,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-10,2016-02-28,0.57500005,1.0,0.95000076,1.0,1.8000488,1.9500122,0.771,1.0,1.1499977,0.9000015,1.8000488,1.0499878,0.56,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-11,2016-02-28,0.563,0.5,0.0,2.7000046,0.0,0.0,0.726,0.5,0.95000076,0.099998474,1.8000488,0.0,0.56,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-12,2016-02-28,0.623,1.5,1.0,0.0,1.0,0.0,0.74500006,0.5,0.95000076,1.0,0.9000244,0.049987793,0.66999996,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-13,2016-02-28,0.64500004,0.5,1.9500008,0.9000015,1.0,2.9000244,0.772,1.0,0.049999237,0.0,0.099975586,2.0,0.57,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-14,2016-02-28,0.605,1.0,1.9500008,1.0999985,0.099975586,2.8500366,0.74,1.0,1.0499992,0.9000015,0.9000244,2.8500366,0.52,0.0,0.0,0.0,1.0,2.0,2.0
FOODS_3_001_CA_2,2016-03-15,2016-02-28,0.588,0.5,0.0,0.099998474,0.099975586,0.049987793,0.74,0.0,0.14999771,2.199997,1.0,1.9000244,0.59999996,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-16,2016-02-28,0.55,1.0,0.0,0.099998474,0.0,1.9000244,0.74500006,0.0,0.0,0.099998474,0.19995117,0.0,0.48999998,0.0,0.0,0.0,1.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-17,2016-02-28,0.586,0.5,0.0,0.9000015,0.29992676,0.9500122,0.74,0.0,0.95000076,0.099998474,0.0,0.0,0.62,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-18,2016-02-28,0.57000005,0.0,0.95000076,0.099998474,0.9000244,0.0,0.72400004,1.0,2.9500008,1.0,1.8000488,1.9000244,0.61,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-19,2016-02-28,0.601,1.0,0.95000076,0.9000015,0.9000244,0.0,0.712,1.0,0.0,0.9000015,0.0,1.0,0.68,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-20,2016-02-28,0.57500005,0.5,1.9500008,2.7000046,0.9000244,0.099975586,0.74,0.0,1.0,0.9000015,0.0,0.0,0.88,1.0,0.0,0.0,2.0,3.0,3.0
FOODS_3_001_CA_2,2016-03-21,2016-02-28,0.59000003,1.0,1.0,1.0,0.9000244,0.049987793,0.72300005,1.5,0.099998474,1.0,0.0,0.0,0.61,0.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-22,2016-02-28,0.60700005,0.5,0.049999237,0.0,0.099975586,1.0499878,0.74700004,1.0,1.0,1.0999985,0.9000244,0.0,0.7,1.0,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-23,2016-02-28,0.551,0.0,0.0,1.9000015,0.099975586,0.0,0.744,1.5,0.0,0.099998474,0.0,2.9000244,0.55,0.0,0.0,0.0,1.0999985,2.0,0.0
FOODS_3_001_CA_2,2016-03-24,2016-02-28,0.58000004,0.5,0.049999237,0.9000015,0.0,1.0,0.68600005,0.0,0.0,0.19999695,0.0,1.0,0.37,0.0,0.0,0.0,1.0,2.0,1.0
FOODS_3_001_CA_2,2016-03-25,2016-02-28,0.56600004,0.0,0.0,0.0,0.19995117,0.0,0.69900006,0.0,1.0,2.0999985,0.19995117,0.9500122,0.62,0.0,0.0,0.0,2.0,2.0,6.0
FOODS_3_001_CA_2,2016-03-26,2016-02-28,0.62200004,0.0,0.049999237,0.0,0.099975586,0.0,0.74700004,0.5,0.049999237,2.0,0.19995117,1.9500122,0.56,0.0,0.0,0.0,2.0,2.0,5.0
FOODS_3_001_CA_2,2016-03-27,2016-02-28,0.551,0.5,0.0,0.0,0.9000244,1.9000244,0.67300004,1.0,0.95000076,1.0,0.0,0.049987793,0.56,0.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_2,2016-03-28,2016-03-27,0.628,1.5,0.0,0.099998474,0.9000244,0.049987793,0.94900006,1.0,1.9000015,2.9000015,0.9000244,1.0499878,0.71999997,0.5,0.0,0.0,2.0,2.0,0.0
FOODS_3_001_CA_2,2016-03-29,2016-03-27,0.629,1.5,0.0,0.9000015,0.9000244,0.9500122,0.85,1.0,1.0499992,0.19999695,1.8000488,1.0,0.9,1.0,0.0,0.0,2.0,2.0499954,0.0
FOODS_3_001_CA_2,2016-03-30,2016-03-27,0.66800004,1.5,1.0,0.19999695,0.0,0.0,0.82800007,0.5,1.0999985,0.9000015,0.0,0.049987793,0.76,1.0,0.0,0.0,2.0,2.0,1.0
FOODS_3_001_CA_2,2016-03-31,2016-03-27,0.629,0.0,1.0499992,0.0,1.9000244,0.099975586,0.76900005,0.0,1.9500008,0.099998474,0.099975586,0.0,0.77,1.0,0.0,0.0,2.0,3.0,0.0
